timesteps,wall_min,level,episodes_at_level,success_rate,fail_rate,top_failure,final_abs_heading_err,ep_rew_mean
1380352,23.156192100048067,V2,70,0.9714285714285714,0,,0.1414147238983216,340.05316162109375
1384448,23.223543075720467,V2,73,0.9726027397260274,0,,0.14179445101409272,339.08062744140625
1388544,23.28850807348887,V2,75,0.9733333333333334,0,,0.14116840270029968,338.82794189453125
1392640,23.357192726929984,V2,78,0.9743589743589743,0,,0.13934846625428376,340.65399169921875
1396736,23.4236909031868,V2,81,0.9753086419753086,0,,0.13157787650562425,339.9576416015625
1400832,23.48986516793569,V2,83,0.9759036144578314,0,,0.13036217680740805,340.15777587890625
1404928,23.557267860571542,V2,86,0.9767441860465116,0,,0.13227607328732374,339.9593811035156
1409024,23.62183563311895,V2,88,0.9772727272727273,0,,0.12733352289097383,339.4619445800781
1413120,23.688566859563192,V2,91,0.978021978021978,0,,0.12956179740021256,339.0682067871094
1417216,23.754852080345152,V2,93,0.978494623655914,0,,0.12946016848712064,338.8440246582031
1421312,23.819984952608745,V2,96,0.9791666666666666,0,,0.1350218704350641,339.44305419921875
1425408,23.88662563165029,V2,99,0.9797979797979798,0,,0.13223079444403482,339.04522705078125
1429504,23.953634413083396,V3,1,0.0,0,,0.2696188195421598,338.2614440917969
1433600,24.022472008069357,V3,4,0.75,0,,0.23386140816203493,338.1736755371094
1437696,24.08834056456884,V3,6,0.8333333333333334,0,,0.19281539426757396,338.5796203613281
1441792,24.1547110637029,V3,9,0.8888888888888888,0,,0.21143605087427078,339.2977600097656
1445888,24.219830191135408,V3,11,0.8181818181818182,0,,0.2261451948884999,338.5986328125
1449984,24.285597976048788,V3,14,0.8571428571428571,0,,0.21510219034429515,336.555419921875
1454080,24.350121370951335,V3,17,0.8823529411764706,0,,0.2066325093510708,336.57757568359375
1458176,24.414428544044494,V3,19,0.8947368421052632,0,,0.21353974806384757,336.1893615722656
1462272,24.47820905049642,V3,21,0.9047619047619048,0,,0.21045891307290598,336.2524108886719
1466368,24.54554013411204,V3,24,0.9166666666666666,0,,0.21760867870460018,335.8554992675781
1470464,24.614495583375295,V3,27,0.9259259259259259,0,,0.22067491983251145,335.8589782714844
1474560,24.67875949939092,V3,29,0.9310344827586207,0,,0.2231054114404198,335.0836181640625
1478656,24.74593896071116,V3,32,0.9375,0,,0.22216398799855896,334.49273681640625
1482752,24.810079288482665,V3,34,0.9411764705882353,0,,0.21628557572269222,334.0574951171875
1486848,24.87605259815852,V3,37,0.9459459459459459,0,,0.21916658593026145,332.6918029785156
1490944,24.94075059890747,V3,39,0.9487179487179487,0,,0.21738861292755074,332.225341796875
1495040,25.007664426167807,V3,42,0.9523809523809523,0,,0.22133063089705915,331.1761474609375
1499136,25.075519971052806,V3,45,0.9555555555555556,0,,0.23819424850921503,329.6878967285156
1503232,25.140626156330107,V3,47,0.9574468085106383,0,,0.23415060262562398,329.05157470703125
1507328,25.208519415060678,V3,50,0.96,0,,0.235498657017895,328.6793212890625
1511424,25.273907502492268,V3,52,0.9615384615384616,0,,0.23465456931548118,328.24334716796875
1515520,25.338746964931488,V3,55,0.9636363636363636,0,,0.23136787381205864,327.89215087890625
1519616,25.403582906723024,V3,57,0.9649122807017544,0,,0.2288107179140863,327.6694030761719
1523712,25.4697167078654,V3,60,0.9666666666666667,0,,0.22175527071872161,327.3168640136719
1527808,25.535426529248557,V3,63,0.9682539682539683,0,,0.22082159215481562,326.9100646972656
